Time spent on page,Average mouse speed,Average time spent on fields,Average interval between fields,Average mouse angle change,Average variance of x-axis clicks,Jitter count,Tremors count,Backspace count,Repeated key count,isHuman
67.03,8.79,60.96,55.03,98.14,64780.0,0,144,0,5.0,TRUE
15.68,7.73,65.05,19.74,78.33,55112.0,1,86,3,2.0,TRUE
51.84,9.38,52.58,30.91,94.92,42968.0,0,71,3,2.0,TRUE
56.82,6.27,10.36,32.43,59.39,7211.0,0,174,2,,TRUE
24.95,4.3,38.08,60.04,82.3,74021.0,1,156,1,2.0,TRUE
42.85,10.69,58.41,27.42,89.6,45616.0,0,72,1,4.0,TRUE
38.3,14.2,62.39,59.94,72.9,89627.0,1,196,1,,TRUE
45.96,3.22,60.47,52.57,86.5,9630.0,1,122,1,1.0,TRUE
51.76,3.32,30.18,55.51,99.55,5122.0,1,61,3,,TRUE
60.37,9.35,22.4,52.24,74.94,50492.0,1,134,2,2.0,TRUE
66.37,5.8,16.17,38.77,92.98,16210.0,0,167,3,2.0,TRUE
68.94,13.77,43.03,21.07,76.21,22162.0,1,66,2,,TRUE
45.36,14.33,17.42,59.91,86.51,88547.0,1,60,0,4.0,TRUE
42.09,9.73,62.95,44.19,61.15,6023.0,1,157,2,1.0,TRUE
55.92,16.04,59.23,34.91,64.37,96887.0,0,63,0,3.0,TRUE
24.17,8.86,52.32,24.49,80.31,96910.0,1,150,0,,TRUE
33.15,5.37,39.86,63.46,61.37,50083.0,1,113,1,1.0,TRUE
18.0,14.77,34.53,38.31,58.92,7615.0,0,193,3,3.0,TRUE
33.2,9.7,29.31,69.59,82.55,20600.0,1,76,3,4.0,TRUE
50.28,9.07,16.95,57.09,82.01,77993.0,0,74,3,1.0,TRUE
63.25,9.35,15.14,61.8,81.3,74646.0,1,160,3,,TRUE
68.03,14.45,54.78,64.94,70.64,44500.0,0,74,1,3.0,TRUE
56.56,14.58,26.02,36.7,67.84,51627.0,1,78,1,4.0,TRUE
31.05,15.99,50.09,10.71,92.33,27448.0,1,59,3,1.0,TRUE
30.95,2.12,23.53,64.92,51.18,91430.0,0,113,1,3.0,TRUE
41.93,13.44,18.49,56.3,53.16,11464.0,1,196,2,5.0,TRUE
59.3,14.44,39.44,49.73,66.22,39000.0,1,139,1,2.0,TRUE
14.85,11.13,61.81,48.88,93.42,12089.0,1,92,3,5.0,TRUE
58.96,9.52,40.48,13.42,59.19,39433.0,1,98,1,2.0,TRUE
66.29,10.09,28.59,57.66,84.95,85179.0,0,95,2,,TRUE
58.61,9.94,11.64,50.52,67.94,52911.0,1,61,3,4.0,TRUE
25.52,16.66,55.37,43.14,70.74,70195.0,1,141,0,,TRUE
60.03,6.55,41.37,58.22,90.46,50851.0,1,151,1,4.0,TRUE
52.06,9.84,42.95,51.61,86.9,73737.0,1,94,3,1.0,TRUE
52.68,2.64,43.93,15.22,84.98,78902.0,0,101,0,5.0,TRUE
57.6,12.36,46.32,62.19,72.55,25282.0,1,65,1,3.0,TRUE
68.64,8.38,26.34,49.05,93.3,93880.0,1,152,3,3.0,TRUE
35.55,13.73,22.25,43.5,68.8,86016.0,1,148,0,,TRUE
47.57,5.8,42.23,42.73,87.53,19771.0,0,140,3,5.0,TRUE
56.83,15.42,64.46,12.98,70.24,26847.0,0,175,0,2.0,TRUE
52.9,17.46,43.89,66.3,92.25,72171.0,1,92,0,2.0,TRUE
36.54,11.42,68.91,29.81,93.48,21919.0,1,125,2,2.0,TRUE
47.77,2.78,13.98,13.17,98.94,40526.0,1,156,0,2.0,TRUE
43.27,8.33,24.21,23.62,56.39,47929.0,1,194,0,2.0,TRUE
63.85,8.91,43.46,25.92,51.87,11420.0,0,119,3,3.0,TRUE
22.46,5.43,22.81,24.08,92.24,85013.0,1,89,2,2.0,TRUE
31.83,17.36,57.76,37.38,84.41,76758.0,1,183,2,3.0,TRUE
21.79,16.76,49.81,44.96,85.99,11052.0,1,87,2,2.0,TRUE
23.27,2.35,45.28,23.18,77.37,14567.0,1,110,1,2.0,TRUE
65.03,8.14,58.34,35.91,68.03,95762.0,0,175,1,,TRUE
12.56,11.67,31.34,42.49,76.19,97436.0,1,141,0,4.0,TRUE
22.32,6.48,51.94,67.99,58.16,86679.0,1,152,2,1.0,TRUE
62.48,15.66,68.08,15.75,52.38,51605.0,1,138,0,4.0,TRUE
17.46,5.24,23.9,67.69,90.64,53748.0,1,149,0,3.0,TRUE
38.61,12.47,52.67,62.2,81.21,78266.0,1,199,3,3.0,TRUE
40.82,12.4,31.35,54.13,56.23,54062.0,1,198,2,5.0,TRUE
14.71,8.78,67.91,37.64,63.53,58332.0,1,144,1,3.0,TRUE
24.95,9.27,35.14,44.6,70.83,20492.0,1,114,0,,TRUE
14.5,9.78,12.23,47.66,98.65,22232.0,1,131,0,,TRUE
65.54,16.56,22.13,17.14,62.08,64500.0,0,159,1,3.0,TRUE
43.54,9.9,60.78,40.65,50.31,98289.0,1,198,1,4.0,TRUE
17.25,2.65,39.42,55.52,75.56,64837.0,1,128,0,4.0,TRUE
31.22,8.68,37.3,52.0,74.84,11766.0,1,164,3,3.0,TRUE
23.56,5.13,41.76,67.69,52.65,24376.0,1,115,0,3.0,TRUE
15.04,3.45,19.74,37.68,87.66,51758.0,1,115,3,,TRUE
16.37,17.06,45.37,51.5,89.13,6297.0,1,80,0,3.0,TRUE
14.23,7.72,26.27,23.24,98.71,19942.0,0,75,0,,TRUE
42.76,17.09,65.76,10.35,56.09,98093.0,0,157,2,1.0,TRUE
43.15,9.2,58.36,30.51,88.24,44795.0,0,196,1,3.0,TRUE
54.59,7.77,59.06,41.9,83.57,17828.0,1,60,3,2.0,TRUE
14.66,15.52,34.64,46.31,65.63,27554.0,1,85,0,1.0,TRUE
63.95,13.74,36.04,52.32,62.06,29577.0,1,122,1,4.0,TRUE
49.28,7.41,16.58,32.14,86.27,53425.0,0,58,2,,TRUE
27.84,15.89,38.45,26.89,58.13,9772.0,1,95,2,5.0,TRUE
11.08,5.37,46.49,60.55,66.68,93265.0,1,109,3,4.0,TRUE
40.66,5.93,32.84,19.58,82.83,65962.0,1,58,2,2.0,TRUE
42.72,8.03,30.07,36.25,54.95,78348.0,1,175,2,,TRUE
62.93,5.51,37.06,44.91,64.88,79148.0,1,50,1,,TRUE
69.95,7.93,39.84,55.14,61.76,67977.0,1,175,3,2.0,TRUE
41.12,3.09,26.07,47.78,83.87,31140.0,0,72,3,1.0,TRUE
40.66,7.99,27.7,59.0,70.67,93139.0,1,167,1,,TRUE
23.43,16.34,66.67,33.78,76.39,29374.0,0,127,3,,TRUE
20.26,8.69,63.1,13.71,97.99,32235.0,1,167,3,2.0,TRUE
24.67,15.3,56.4,50.27,95.52,85032.0,1,132,1,,TRUE
49.33,8.95,10.55,59.21,65.08,70300.0,1,76,2,,TRUE
44.24,16.34,57.62,22.87,92.53,51016.0,0,152,2,3.0,TRUE
11.95,14.45,18.75,58.07,86.76,62709.0,0,161,3,5.0,TRUE
51.11,13.15,67.03,48.73,65.27,64201.0,1,193,0,2.0,TRUE
50.14,12.96,59.17,52.19,77.25,44987.0,1,60,2,,TRUE
57.52,9.89,35.89,36.29,62.9,42772.0,1,135,3,2.0,TRUE
55.0,14.28,45.32,54.48,97.55,8323.0,0,184,1,2.0,TRUE
45.18,11.56,15.81,43.75,72.67,64986.0,0,99,2,1.0,TRUE
28.35,12.35,19.2,49.18,75.79,75320.0,0,177,0,5.0,TRUE
52.62,4.53,67.8,46.14,90.61,93275.0,1,56,1,5.0,TRUE
58.66,8.21,69.24,12.67,60.21,19392.0,1,112,1,,TRUE
64.69,11.41,17.51,14.1,98.52,44239.0,1,94,2,1.0,TRUE
49.64,7.69,23.71,54.14,93.41,66965.0,0,168,1,5.0,TRUE
23.47,13.8,53.28,27.72,93.94,92211.0,1,148,1,,TRUE
25.68,14.44,41.63,62.14,89.6,90956.0,1,134,3,3.0,TRUE
22.54,8.22,21.12,42.5,52.16,35528.0,1,70,3,,TRUE
50.99,3.5,59.68,13.32,72.48,28031.0,1,177,1,3.0,TRUE
30.31,16.95,63.43,28.69,64.23,84178.0,0,63,2,4.0,TRUE
52.18,8.65,56.65,40.1,67.71,73083.0,1,175,3,5.0,TRUE
29.18,6.01,44.25,22.48,63.08,15815.0,1,102,2,1.0,TRUE
55.45,3.2,27.77,27.23,84.9,31881.0,1,125,1,1.0,TRUE
17.44,4.05,56.85,32.99,76.76,73043.0,0,105,2,3.0,TRUE
44.67,3.33,46.62,41.82,93.29,87354.0,1,84,2,1.0,TRUE
46.73,15.74,62.23,46.9,91.73,97518.0,1,65,0,5.0,TRUE
66.51,12.23,50.62,28.03,87.83,20411.0,1,142,3,,TRUE
28.98,2.58,48.37,63.13,62.16,32178.0,1,99,3,1.0,TRUE
62.87,8.56,22.47,10.43,90.75,20176.0,1,178,2,4.0,TRUE
19.08,15.21,29.08,17.65,74.62,7178.0,1,176,2,4.0,TRUE
68.04,3.0,12.87,33.99,53.45,5305.0,0,80,3,2.0,TRUE
27.61,15.99,28.47,55.71,62.03,38296.0,1,198,2,4.0,TRUE
30.71,14.42,24.02,34.0,55.31,52792.0,1,182,2,5.0,TRUE
17.79,2.07,52.71,20.03,61.73,82909.0,1,107,2,4.0,TRUE
23.61,9.65,58.23,13.56,64.62,21885.0,1,64,2,2.0,TRUE
18.82,4.94,26.16,56.92,79.84,80076.0,1,198,2,1.0,TRUE
57.36,14.27,37.15,28.28,95.38,75949.0,1,172,1,,TRUE
56.58,11.83,32.66,18.17,81.25,47969.0,1,110,3,3.0,TRUE
42.75,11.46,19.65,41.46,63.1,27746.0,1,189,2,2.0,TRUE
68.34,8.23,31.27,12.4,66.83,83940.0,1,175,1,2.0,TRUE
28.03,10.15,29.52,34.09,70.49,62327.0,1,177,1,,TRUE
15.09,12.64,39.95,65.41,55.59,94141.0,1,196,0,4.0,TRUE
60.56,3.44,35.99,16.41,78.92,26381.0,0,99,3,4.0,TRUE
43.95,13.37,37.09,40.97,94.67,61251.0,1,108,1,5.0,TRUE
59.51,4.8,31.83,14.58,69.9,46367.0,1,104,0,5.0,TRUE
25.52,15.49,14.27,49.33,75.46,18814.0,1,159,2,1.0,TRUE
25.07,12.15,41.86,61.07,57.64,45906.0,1,174,3,,TRUE
69.67,17.5,25.19,33.97,59.69,33622.0,1,162,1,,TRUE
45.49,3.47,43.23,35.33,51.76,49727.0,0,120,3,4.0,TRUE
56.79,10.99,36.78,12.64,87.38,33407.0,1,180,2,2.0,TRUE
31.25,13.17,21.06,18.03,98.37,7806.0,1,51,2,4.0,TRUE
38.88,17.02,59.73,23.7,55.38,41517.0,0,55,1,,TRUE
14.9,14.09,32.49,65.59,69.71,88366.0,1,95,2,5.0,TRUE
65.68,9.3,47.11,51.36,68.07,46638.0,0,96,2,3.0,TRUE
53.19,15.01,60.36,41.53,61.51,82228.0,1,88,1,4.0,TRUE
27.0,13.52,22.01,57.58,70.25,69473.0,1,78,1,3.0,TRUE
51.26,9.31,51.94,47.22,50.47,25043.0,1,55,2,5.0,TRUE
13.18,16.84,45.3,50.24,53.24,67980.0,1,102,0,4.0,TRUE
44.48,7.4,32.47,56.13,79.55,37385.0,0,150,3,3.0,TRUE
63.35,15.29,62.71,11.69,81.35,98078.0,0,167,3,2.0,TRUE
12.22,2.76,48.97,46.0,57.58,29831.0,0,155,2,4.0,TRUE
58.13,13.52,35.93,39.97,57.08,99655.0,1,182,2,4.0,TRUE
33.73,5.48,44.95,29.45,71.21,19755.0,1,77,0,2.0,TRUE
25.18,6.89,45.16,25.75,53.51,79658.0,0,55,0,1.0,TRUE
45.73,13.33,28.2,42.55,92.55,20466.0,1,71,2,1.0,TRUE
58.78,7.29,20.98,46.31,71.68,71527.0,1,188,1,1.0,TRUE
60.69,9.65,57.8,13.94,81.71,41207.0,1,141,2,1.0,TRUE
54.28,7.65,25.22,26.69,62.29,36225.0,1,132,0,,TRUE
60.71,8.88,31.78,57.89,67.17,6748.0,1,55,2,3.0,TRUE
10.18,5.5,68.59,37.38,94.82,49765.0,1,190,1,,TRUE
43.82,6.71,14.85,38.86,60.12,22185.0,0,188,3,,TRUE
66.68,10.32,46.13,66.1,53.81,84751.0,1,140,1,5.0,TRUE
55.39,11.2,44.31,31.79,84.64,86582.0,1,157,3,2.0,TRUE
42.7,8.78,24.63,61.51,51.19,60395.0,1,160,0,5.0,TRUE
23.48,11.84,27.09,58.62,79.33,62182.0,1,167,1,,TRUE
20.26,9.49,10.09,36.92,92.62,37142.0,1,89,2,2.0,TRUE
68.51,2.94,27.25,21.08,74.2,29437.0,0,84,0,,TRUE
19.03,12.57,31.07,46.8,79.68,9984.0,1,77,2,1.0,TRUE
19.84,11.54,46.3,20.74,82.1,99402.0,1,66,1,,TRUE
55.64,12.83,18.98,29.66,84.26,75093.0,1,155,0,3.0,TRUE
15.61,11.72,55.43,14.1,83.74,7095.0,1,190,0,,TRUE
50.46,11.18,28.22,29.75,84.63,33186.0,1,143,0,,TRUE
68.62,7.57,26.16,35.99,81.18,59896.0,1,161,0,5.0,TRUE
15.38,3.44,53.49,24.7,69.35,19714.0,1,68,2,2.0,TRUE
54.63,6.72,49.14,63.24,61.25,55527.0,1,98,0,,TRUE
31.9,5.71,22.62,57.01,88.54,91102.0,0,182,3,2.0,TRUE
54.77,15.51,16.06,25.85,97.63,59653.0,1,155,3,4.0,TRUE
23.01,14.55,34.11,29.74,56.25,79947.0,1,55,2,,TRUE
35.92,13.72,57.79,56.95,86.65,52045.0,1,67,2,,TRUE
41.15,6.66,42.01,50.42,71.98,98301.0,1,54,0,5.0,TRUE
66.95,7.31,61.81,24.97,81.74,49758.0,1,160,3,5.0,TRUE
69.58,5.32,18.67,39.42,51.94,56476.0,1,74,3,5.0,TRUE
41.73,3.97,56.68,64.05,55.95,45037.0,1,144,1,3.0,TRUE
22.59,15.46,69.85,18.42,98.32,95179.0,0,146,2,,TRUE
57.69,9.76,55.82,10.02,77.53,17846.0,1,123,0,,TRUE
28.0,14.36,17.83,50.89,72.84,62054.0,1,159,1,2.0,TRUE
56.58,10.21,12.94,24.51,56.94,42795.0,0,199,3,4.0,TRUE
39.15,4.8,11.01,15.95,70.57,80127.0,0,137,2,3.0,TRUE
44.79,5.15,42.28,46.44,63.95,40518.0,1,51,2,5.0,TRUE
60.93,6.78,38.55,17.73,82.55,82096.0,1,87,2,4.0,TRUE
57.65,2.98,26.81,61.64,74.56,49329.0,1,86,3,2.0,TRUE
59.41,5.25,63.67,58.34,95.77,60690.0,1,195,1,5.0,TRUE
64.2,17.22,36.4,17.17,64.22,81435.0,1,84,1,4.0,TRUE
11.6,5.79,49.05,63.25,88.83,10827.0,0,157,0,,TRUE
58.07,17.59,33.04,12.04,83.25,94247.0,0,91,3,1.0,TRUE
13.31,7.0,64.58,14.5,58.97,63910.0,1,171,2,4.0,TRUE
24.94,12.11,44.8,55.23,72.05,58245.0,0,110,2,5.0,TRUE
37.36,13.45,43.29,36.18,83.07,50535.0,0,139,2,4.0,TRUE
45.03,17.72,39.43,25.3,55.24,83450.0,1,130,0,2.0,TRUE
62.39,17.87,18.4,63.99,60.45,39814.0,1,122,2,3.0,TRUE
45.64,3.12,56.59,12.25,87.77,78478.0,0,172,0,5.0,TRUE
64.13,8.6,16.38,40.7,83.84,48351.0,1,70,2,1.0,TRUE
58.03,9.99,10.87,29.38,50.61,77312.0,1,96,2,2.0,TRUE
50.4,6.09,31.36,53.04,72.95,87705.0,0,182,3,,TRUE
52.28,17.17,36.27,49.06,86.49,93982.0,1,186,3,5.0,TRUE
30.79,16.99,29.33,10.04,59.16,7909.0,1,66,0,5.0,TRUE
59.33,11.67,61.61,22.41,89.05,73951.0,1,92,1,2.0,TRUE
17.64,17.27,26.91,59.71,63.16,54072.0,1,170,1,3.0,TRUE
41.64,5.13,60.16,11.08,85.37,36834.0,1,50,0,2.0,TRUE
46.71,14.87,28.1,31.9,95.58,71727.0,1,127,3,,TRUE
12.37,10.02,36.33,59.81,75.6,26501.0,1,147,3,1.0,TRUE
19.49,9.91,15.92,46.42,59.26,45360.0,1,134,1,5.0,TRUE
22.56,7.92,25.71,49.43,86.71,56726.0,0,170,3,,TRUE
54.87,15.39,50.68,24.85,93.2,76068.0,0,151,1,4.0,TRUE
31.28,15.02,68.89,51.81,84.18,95451.0,0,165,0,4.0,TRUE
53.54,10.87,46.37,23.76,83.96,63032.0,1,164,2,,TRUE
33.12,8.16,36.89,48.03,58.03,74276.0,1,124,0,,TRUE
43.49,3.76,33.15,35.21,64.86,86856.0,1,160,0,1.0,TRUE
65.59,12.17,18.19,48.24,71.3,11795.0,1,160,2,,TRUE
16.23,8.17,33.55,43.41,97.34,40988.0,1,188,3,1.0,TRUE
29.01,6.87,40.23,38.67,78.8,38421.0,1,70,2,3.0,TRUE
64.35,10.47,11.5,21.08,94.0,59806.0,1,160,0,1.0,TRUE
27.03,15.66,16.2,56.5,72.49,57846.0,0,178,1,3.0,TRUE
20.37,4.26,15.2,13.49,70.88,89825.0,0,180,0,,TRUE
41.88,11.89,48.26,55.36,67.24,40653.0,1,141,2,2.0,TRUE
12.93,13.02,22.17,40.76,65.48,46518.0,0,91,3,3.0,TRUE
24.84,13.58,55.76,52.27,97.04,43978.0,1,109,0,1.0,TRUE
44.18,11.65,67.72,44.56,65.9,53891.0,1,91,2,2.0,TRUE
35.2,7.96,53.43,55.65,57.86,58943.0,1,68,3,1.0,TRUE
13.24,15.95,23.93,29.08,66.57,51457.0,0,123,0,1.0,TRUE
39.64,16.34,43.13,55.87,73.53,52155.0,1,149,1,5.0,TRUE
25.82,15.45,49.13,38.91,75.7,74322.0,0,113,1,2.0,TRUE
65.53,11.59,44.85,61.37,84.36,5460.0,1,175,3,5.0,TRUE
28.17,2.82,67.54,51.94,58.77,95831.0,1,166,1,2.0,TRUE
64.93,7.57,43.15,48.22,84.75,76379.0,0,167,3,1.0,TRUE
69.23,7.51,13.13,11.97,86.19,45703.0,1,132,1,,TRUE
57.51,9.46,23.26,37.34,81.07,30446.0,1,176,3,2.0,TRUE
18.85,15.15,27.2,14.71,63.19,34399.0,1,96,0,2.0,TRUE
37.14,6.14,62.97,12.81,96.73,70609.0,1,83,1,2.0,TRUE
21.9,2.37,47.17,66.59,67.38,93406.0,0,51,3,,TRUE
19.43,6.85,55.68,17.98,90.03,90073.0,0,134,1,2.0,TRUE
19.47,11.67,64.28,48.04,87.73,41016.0,1,164,2,4.0,TRUE
56.77,7.11,14.84,56.92,91.64,46985.0,1,183,0,,TRUE
35.47,9.28,22.26,11.02,66.86,19910.0,1,139,3,,TRUE
54.4,6.62,22.11,29.33,64.61,58385.0,0,98,0,2.0,TRUE
16.81,17.47,39.06,43.6,53.99,21554.0,0,130,2,2.0,TRUE
69.09,15.34,43.24,14.75,90.09,20762.0,1,185,2,5.0,TRUE
66.76,6.83,22.33,19.16,74.43,43040.0,0,181,2,5.0,TRUE
24.69,13.98,18.63,64.38,99.54,56703.0,0,93,1,,TRUE
66.66,15.38,30.34,18.53,84.95,90459.0,0,169,0,2.0,TRUE
11.52,16.28,64.6,17.76,84.24,36673.0,1,184,1,5.0,TRUE
61.52,6.45,65.67,36.85,89.12,18054.0,0,109,0,3.0,TRUE
43.55,16.31,62.29,62.6,81.41,37520.0,0,114,3,5.0,TRUE
66.56,16.7,16.18,43.66,64.29,69836.0,1,100,2,3.0,TRUE
43.28,7.34,68.43,38.44,50.19,46865.0,1,77,2,4.0,TRUE
18.35,4.41,38.56,34.28,91.86,54467.0,1,122,1,5.0,TRUE
35.11,17.63,62.72,22.21,95.13,92708.0,0,118,3,,TRUE
61.62,15.45,49.59,35.61,58.33,90035.0,1,174,1,2.0,TRUE
22.47,7.61,39.23,56.25,50.79,74113.0,0,113,2,3.0,TRUE
36.91,3.24,43.34,65.69,52.88,94008.0,1,105,2,,TRUE
50.81,14.37,47.31,60.88,93.73,87217.0,1,133,2,,TRUE
67.65,11.02,61.31,16.01,76.02,45875.0,1,85,2,5.0,TRUE
35.09,16.51,57.72,46.46,54.72,53458.0,1,167,2,3.0,TRUE
28.19,6.74,26.08,59.58,97.39,52810.0,1,123,3,,TRUE
35.98,17.73,24.36,30.99,64.51,82444.0,1,148,2,3.0,TRUE
50.34,9.33,33.22,52.48,75.49,89305.0,1,52,1,5.0,TRUE
11.76,4.92,43.78,15.69,58.52,73699.0,1,193,3,,TRUE
54.29,11.66,11.0,36.28,81.42,59501.0,1,194,2,2.0,TRUE
24.12,14.49,10.11,32.15,88.91,38977.0,1,144,0,2.0,TRUE
52.69,14.86,65.82,65.85,52.5,14524.0,1,92,1,3.0,TRUE
65.98,12.18,28.27,13.49,87.4,24965.0,0,97,2,3.0,TRUE
63.97,14.71,20.45,29.44,57.76,32602.0,0,157,3,5.0,TRUE
65.59,9.04,26.83,56.1,87.06,94008.0,1,131,2,4.0,TRUE
21.14,7.42,59.72,52.32,85.68,49338.0,1,163,0,1.0,TRUE
46.96,5.38,44.5,53.18,60.29,8925.0,1,123,1,3.0,TRUE
33.48,14.11,68.76,20.87,83.21,12777.0,1,175,0,4.0,TRUE
24.88,15.63,11.41,40.59,85.98,67495.0,1,158,1,,TRUE
13.11,7.56,62.63,48.53,88.59,64691.0,0,83,2,,TRUE
26.06,8.32,36.81,53.2,98.36,23039.0,0,79,3,3.0,TRUE
58.29,4.72,54.32,53.05,70.15,20515.0,1,68,0,3.0,TRUE
16.37,16.93,49.93,37.56,70.5,62069.0,0,83,1,3.0,TRUE
69.77,3.81,17.12,25.21,94.08,14807.0,1,107,2,1.0,TRUE
57.14,17.8,56.18,57.38,84.47,91494.0,0,139,3,,TRUE
32.06,13.38,39.61,54.47,64.76,96117.0,1,185,1,2.0,TRUE
20.62,15.76,37.14,24.49,80.28,68325.0,1,80,2,,TRUE
18.8,10.78,67.15,22.1,75.0,11676.0,1,178,2,5.0,TRUE
32.44,14.87,46.29,55.73,66.43,73231.0,1,94,2,,TRUE
21.06,3.61,34.43,60.57,70.93,82632.0,1,113,1,1.0,TRUE
45.86,3.5,43.87,11.73,51.03,45170.0,1,86,3,2.0,TRUE
59.45,5.39,31.81,34.93,93.97,6979.0,1,172,1,1.0,TRUE
48.69,9.86,65.06,42.95,70.65,6274.0,1,85,2,3.0,TRUE
25.58,13.92,38.96,67.27,76.64,69166.0,0,122,0,5.0,TRUE
15.85,16.06,40.7,66.81,68.0,80722.0,0,110,2,2.0,TRUE
18.96,3.25,46.96,55.32,84.95,46881.0,1,166,0,,TRUE
50.99,8.2,21.17,56.83,51.78,68831.0,1,83,1,5.0,TRUE
47.06,3.64,14.75,28.56,73.84,33599.0,0,138,3,1.0,TRUE
30.66,9.49,38.15,25.77,61.81,28924.0,1,141,3,,TRUE
18.36,4.11,22.69,64.89,76.09,64746.0,1,102,1,,TRUE
33.13,15.32,22.26,38.63,56.65,13575.0,1,186,0,4.0,TRUE
26.37,10.97,64.79,14.9,50.94,86251.0,1,116,0,5.0,TRUE
17.15,4.8,35.53,55.95,84.97,59147.0,1,121,3,2.0,TRUE
13.05,14.67,55.68,21.26,92.78,48090.0,1,137,0,5.0,TRUE
15.82,12.69,11.27,20.25,70.77,68506.0,1,133,1,3.0,TRUE
14.23,10.93,32.04,23.32,82.84,94846.0,1,95,2,2.0,TRUE
